Household level identifier,Id,Monthly rent payment,=1 Overcrowding by bedrooms, number of all rooms in the house,=1 Overcrowding by rooms,=1 if the household has refrigerator,number of tablets household owns,Males younger than 12 years of age,Males 12 years of age and older,Total males in the household,Females younger than 12 years of age,Females 12 years of age and older,Total females in the household,persons younger than 12 years of age,persons 12 years of age and older,years of schooling,Years behind in school,=1 if predominant material on the outside wall is block or brick,"=1 if predominant material on the outside wall is socket (wood, zinc or absbesto",=1 if predominant material on the outside wall is prefabricated or cement,=1 if predominant material on the outside wall is waste material,=1 if predominant material on the outside wall is wood ,=1 if predominant material on the outside wall is zink,=1 if predominant material on the outside wall is natural fibers,"=1 if predominant material on the floor is mosaic, ceramic, terrazo",=1 if predominant material on the floor is cement,=1 if predominant material on the floor is  natural material,=1 if no floor at the household,=1 if predominant material on the floor is wood,=1 if predominant material on the roof is metal foil or zink,"=1 if predominant material on the roof is fiber cement, mezzanine ",=1 if predominant material on the roof is natural fibers,=1 if the house has ceiling,=1 if water provision inside the dwelling,=1 if water provision outside the dwelling,"=1 electricity from CNFL, ICE, ESPH/JASEC",=1 electricity from private plant,=1 no electricity in the dwelling,=1 electricity from cooperative,=1 no toilet in the dwelling,=1 toilet connected to sewer or cesspool,=1 toilet connected to  septic tank,=1 toilet connected to black hole or letrine,=1 main source of energy used for cooking electricity,=1 main source of energy used for cooking gas,=1 main source of energy used for cooking wood charcoal,=1 if rubbish disposal mainly by tanker truck,=1 if rubbish disposal mainly by botan hollow or buried,=1 if rubbish disposal mainly by burning,=1 if rubbish disposal mainly by throwing in an unoccupied space,"=1 if rubbish disposal mainly by throwing in river, creek or sea",=1 if disable person,=1 if male,=1 if less than 10 years old,=1 if free or coupled uunion,=1 if married,=1 if divorced,=1 if separated,=1 if widow/er,=1 if household head,=1 if spouse/partner,=1 if son/doughter,=1 if stepson/doughter,=1 if son/doughter in law,=1 if grandson/doughter,=1 if mother/father,=1 if father/mother in law,=1 if brother/sister,=1 if brother/sister in law,=1 if other family member,Number of children 0 to 19 in household,Number of adults in household,# of individuals 65+ in the household,# of total individuals in the household,Dependency rate,average years of education for adults (18+),number of bedrooms,# persons per room,=1 own and fully paid house,"=1 own, paying in installments",=1 rented,=1 precarious,=1 if the household has notebook or desktop computer,=1 if the household has TV,# of mobile phones,=1 region Chorotega,=1 region PacÃƒÂ­fico central,=1 region Brunca,=1 region Huetar AtlÃƒÂ¡ntica,=1 region Huetar Norte,=2 zona rural,Age in years,Years of education of head of household,wall_condition,roof_condition,floor_condition,education_level,Target
ba2333bee,ID_bef9b1944,0.0,0,4,0,1,2.0,0,0,0,0,3,3,0,3,17,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0.0,13.0,2,1.5,1,0,0,0,1,1,3,0,0,0,0,0,0,27,11,2,3,3,9,4
ba2333bee,ID_bd9568f73,0.0,0,4,0,1,2.0,0,0,0,0,3,3,0,3,11,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.0,13.0,2,1.5,1,0,0,0,1,1,3,0,0,0,0,0,0,53,11,2,3,3,5,4
a833bfa19,ID_5c006283e,250000.0,0,5,0,1,0.0,1,1,2,0,1,1,1,2,17,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,14.0,3,1.0,0,0,1,0,0,0,2,0,0,0,0,0,0,30,11,3,3,3,9,4
a833bfa19,ID_2df13ff88,250000.0,0,5,0,1,0.0,1,1,2,0,1,1,1,2,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0.5,14.0,3,1.0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,11,3,3,3,1,4
a833bfa19,ID_023fa0d86,250000.0,0,5,0,1,0.0,1,1,2,0,1,1,1,2,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,14.0,3,1.0,0,0,1,0,0,0,2,0,0,0,0,0,0,33,11,3,3,3,5,4
0f2682fe6,ID_147234d6c,0.0,0,6,0,1,0.0,0,0,0,0,4,4,0,4,15,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,1.0,10.25,4,1.0,1,0,0,0,0,0,2,0,0,0,0,0,0,52,3,3,3,3,8,4
0f2682fe6,ID_f466a1e0d,0.0,0,6,0,1,0.0,0,0,0,0,4,4,0,4,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,1.0,10.25,4,1.0,1,0,0,0,0,0,2,0,0,0,0,0,0,64,3,3,3,3,5,4
0f2682fe6,ID_04f277f97,0.0,0,6,0,1,0.0,0,0,0,0,4,4,0,4,12,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,1.0,10.25,4,1.0,1,0,0,0,0,0,2,0,0,0,0,0,0,66,3,3,3,3,8,4
0f2682fe6,ID_93ca6c4cb,0.0,0,6,0,1,0.0,0,0,0,0,4,4,0,4,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1.0,10.25,4,1.0,1,0,0,0,0,0,2,0,0,0,0,0,0,88,3,3,3,3,2,4
5755fc1c6,ID_c3247b875,0.0,0,5,0,1,0.0,0,2,2,0,0,0,0,2,15,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0.0,10.5,3,0.66666669,1,0,0,0,0,0,2,0,0,0,0,0,0,27,6,2,3,3,8,4
5755fc1c6,ID_ef71ef568,0.0,0,5,0,1,0.0,0,2,2,0,0,0,0,2,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,10.5,3,0.66666669,1,0,0,0,0,0,2,0,0,0,0,0,0,58,6,2,3,3,3,4
b110e9c10,ID_0656dff65,0.0,0,7,0,1,0.0,0,6,6,0,1,1,0,7,6,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0.0,5.0,5,1.4,0,0,0,0,0,1,8,0,0,0,0,0,0,25,6,3,2,3,3,2
b110e9c10,ID_9311adb96,0.0,0,7,0,1,0.0,0,6,6,0,1,1,0,7,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,5.0,5,1.4,0,0,0,0,0,1,8,0,0,0,0,0,0,40,6,3,2,3,1,2
b110e9c10,ID_cf1f444d9,0.0,0,7,0,1,0.0,0,6,6,0,1,1,0,7,6,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,5.0,5,1.4,0,0,0,0,0,1,8,0,0,0,0,0,0,40,6,3,2,3,3,2
b110e9c10,ID_1f442814a,0.0,0,7,0,1,0.0,0,6,6,0,1,1,0,7,8,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0.0,5.0,5,1.4,0,0,0,0,0,1,8,0,0,0,0,0,0,20,6,3,2,3,4,2
c5adef197,ID_54d85a405,0.0,0,6,0,1,0.0,0,1,1,0,0,0,0,1,15,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,15.0,4,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,58,15,2,3,2,8,4
baa6de8c9,ID_f646921d2,135000.0,1,2,0,1,1.0,0,1,1,2,1,3,2,2,4,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,7.0,1,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,11,8,2,1,3,2,4
baa6de8c9,ID_0efaa835a,135000.0,1,2,0,1,1.0,0,1,1,2,1,3,2,2,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,7.0,1,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,8,2,1,3,1,4
baa6de8c9,ID_d0daa1436,135000.0,1,2,0,1,1.0,0,1,1,2,1,3,2,2,8,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,7.0,1,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,32,8,2,1,3,4,4
baa6de8c9,ID_eb2ac3c8c,135000.0,1,2,0,1,1.0,0,1,1,2,1,3,2,2,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,7.0,1,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,31,8,2,1,3,3,4
f527d75a8,ID_950fe99dc,0.0,0,5,0,1,0.0,0,1,1,0,1,1,0,2,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1.0,6.5,3,0.66666669,1,0,0,0,0,0,2,0,0,0,0,0,0,66,3,3,3,3,2,4
f527d75a8,ID_4383aa3ed,0.0,0,5,0,1,0.0,0,1,1,0,1,1,0,2,10,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1.0,6.5,3,0.66666669,1,0,0,0,0,0,2,0,0,0,0,0,0,38,3,3,3,3,4,4
7a21440a1,ID_2e96903e8,180000.0,0,3,0,1,0.0,0,2,2,0,0,0,0,2,15,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,15.0,2,1.0,0,0,1,0,0,0,2,0,0,0,0,0,0,44,15,2,3,2,8,4
7a21440a1,ID_9c88e4170,180000.0,0,3,0,1,0.0,0,2,2,0,0,0,0,2,15,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,15.0,2,1.0,0,0,1,0,0,0,2,0,0,0,0,0,0,43,15,2,3,2,8,4
e5197215e,ID_aa3185f60,0.0,0,5,0,1,1.0,0,1,1,1,2,3,1,3,15,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,4,1.0,8.666667,3,1.3333334,1,0,0,0,0,0,3,0,0,0,0,0,0,33,0,1,2,2,8,3
e5197215e,ID_4a9496a2d,0.0,0,5,0,1,1.0,0,1,1,1,2,3,1,3,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,4,1.0,8.666667,3,1.3333334,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,2,2,1,3
e5197215e,ID_71f2f6d91,0.0,0,5,0,1,1.0,0,1,1,1,2,3,1,3,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,4,1.0,8.666667,3,1.3333334,1,0,0,0,0,0,3,0,0,0,0,0,0,67,0,1,2,2,1,3
e5197215e,ID_d1d838699,0.0,0,5,0,1,1.0,0,1,1,1,2,3,1,3,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,4,1.0,8.666667,3,1.3333334,1,0,0,0,0,0,3,0,0,0,0,0,0,30,0,1,2,2,5,3
494c5827b,ID_b0590c318,0.0,0,5,0,1,2.0,0,1,1,0,2,2,0,3,7,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,3,0.5,9.5,3,1.0,1,0,0,0,0,1,3,0,0,0,0,0,0,18,6,2,2,2,4,4
494c5827b,ID_be8855ff6,0.0,0,5,0,1,2.0,0,1,1,0,2,2,0,3,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0.5,9.5,3,1.0,1,0,0,0,0,1,3,0,0,0,0,0,0,40,6,2,2,2,3,4
494c5827b,ID_3ed23d0d2,0.0,0,5,0,1,2.0,0,1,1,0,2,2,0,3,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,9.5,3,1.0,1,0,0,0,0,1,3,0,0,0,0,0,0,61,6,2,2,2,3,4
2838597a5,ID_9d7761613,0.0,0,5,0,1,0.0,0,2,2,0,1,1,0,3,8,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.0,10.0,2,1.5,1,0,0,0,0,0,2,0,0,0,0,0,0,40,8,3,3,3,4,4
2838597a5,ID_d5e03807b,0.0,0,5,0,1,0.0,0,2,2,0,1,1,0,3,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0.0,10.0,2,1.5,1,0,0,0,0,0,2,0,0,0,0,0,0,20,8,3,3,3,5,4
2838597a5,ID_483b43286,0.0,0,5,0,1,0.0,0,2,2,0,1,1,0,3,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0.0,10.0,2,1.5,1,0,0,0,0,0,2,0,0,0,0,0,0,43,8,3,3,3,5,4
f8b90c2c1,ID_08ccf8df9,0.0,0,7,0,1,2.0,1,1,2,1,1,2,2,2,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,15.0,3,1.3333334,1,0,0,0,0,0,2,0,0,0,0,0,0,1,14,3,3,3,1,4
f8b90c2c1,ID_033f07c46,0.0,0,7,0,1,2.0,1,1,2,1,1,2,2,2,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,15.0,3,1.3333334,1,0,0,0,0,0,2,0,0,0,0,0,0,6,14,3,3,3,1,4
f8b90c2c1,ID_759bf185e,0.0,0,7,0,1,2.0,1,1,2,1,1,2,2,2,16,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,15.0,3,1.3333334,1,0,0,0,0,0,2,0,0,0,0,0,0,36,14,3,3,3,8,4
f8b90c2c1,ID_73855db7c,0.0,0,7,0,1,2.0,1,1,2,1,1,2,2,2,14,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,15.0,3,1.3333334,1,0,0,0,0,0,2,0,0,0,0,0,0,37,14,3,3,3,8,4
a8e367aec,ID_c1ad3bc37,0.0,0,5,0,1,0.0,0,1,1,0,1,1,0,2,16,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,13.5,2,1.0,1,0,0,0,0,0,2,0,0,0,0,0,0,61,16,3,2,3,8,4
a8e367aec,ID_aa9b4e41c,0.0,0,5,0,1,0.0,0,1,1,0,1,1,0,2,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,13.5,2,1.0,1,0,0,0,0,0,2,0,0,0,0,0,0,57,16,3,2,3,5,4
efb7f2333,ID_a2bca034f,0.0,0,5,0,1,0.0,0,1,1,0,2,2,0,3,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0.5,9.333333,3,1.0,1,0,0,0,1,0,3,0,0,0,0,0,0,65,6,3,3,3,3,4
efb7f2333,ID_dd4ee0572,0.0,0,5,0,1,0.0,0,1,1,0,2,2,0,3,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0.5,9.333333,3,1.0,1,0,0,0,1,0,3,0,0,0,0,0,0,35,6,3,3,3,5,4
efb7f2333,ID_cfd233e67,0.0,0,5,0,1,0.0,0,1,1,0,2,2,0,3,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0.5,9.333333,3,1.0,1,0,0,0,1,0,3,0,0,0,0,0,0,30,6,3,3,3,5,4
a0611b31f,ID_30f5c0b70,210000.0,0,5,0,1,0.0,0,1,1,0,1,1,0,2,9,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8.0,11.5,3,0.66666669,0,0,1,0,0,1,2,0,0,0,0,0,0,85,9,3,3,3,4,4
a0611b31f,ID_e5b5ebabc,210000.0,0,5,0,1,0.0,0,1,1,0,1,1,0,2,14,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,8.0,11.5,3,0.66666669,0,0,1,0,0,1,2,0,0,0,0,0,0,68,9,3,3,3,8,4
b7c4528a0,ID_6052062cc,0.0,0,3,0,1,1.0,0,0,0,0,1,1,0,1,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8.0,6.0,1,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,74,6,3,2,3,3,4
74447f576,ID_2347754c6,350000.0,0,4,0,1,1.0,0,2,2,0,0,0,0,2,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,11.5,2,1.0,0,0,1,0,0,0,2,0,0,0,0,0,0,23,12,3,3,3,5,4
74447f576,ID_7df0c3313,350000.0,0,4,0,1,1.0,0,2,2,0,0,0,0,2,12,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,11.5,2,1.0,0,0,1,0,0,0,2,0,0,0,0,0,0,22,12,3,3,3,7,4
a46d8862c,ID_12596a633,0.0,0,5,0,1,0.0,0,1,1,0,0,0,0,1,4,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8.0,4.0,3,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,79,4,3,2,2,2,3
9ff6d6616,ID_390152271,0.0,0,4,0,1,0.0,0,0,0,2,1,3,2,1,8,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2.0,8.0,2,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,25,8,2,3,3,4,4
9ff6d6616,ID_eb0441ea6,0.0,0,4,0,1,0.0,0,0,0,2,1,3,2,1,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,2.0,8.0,2,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,7,8,2,3,3,1,4
9ff6d6616,ID_79b85e274,0.0,0,4,0,1,0.0,0,0,0,2,1,3,2,1,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,2.0,8.0,2,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,8,2,3,3,1,4
f1265ca75,ID_7765d5db2,0.0,0,1,0,0,0.0,0,0,0,0,1,1,0,1,10,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,10.0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,10,1,1,1,4,1
07a6cc87c,ID_a3423f159,0.0,0,4,0,1,0.0,0,1,1,0,1,1,0,2,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8.0,0.0,2,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,74,0,1,3,2,1,2
07a6cc87c,ID_d986a73cc,0.0,0,4,0,1,0.0,0,1,1,0,1,1,0,2,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,8.0,0.0,2,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,75,0,1,3,2,1,2
7a883bf28,ID_641f6190e,0.0,0,4,0,0,0.0,0,1,1,0,0,0,0,1,7,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,7.0,2,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,23,7,3,3,3,4,4
